country_year,country,year,electexec,electleg,electboth,v2xel_elecpres,v2xel_elecparl,AF.el_rating,PEI.el_rating,VDEM.el_rating,PEI.EMB_cap,VDEM.EMB_cap,PEI.protest,VDEM.turnout,VDEM.VAP_turnout,nelda17,nelda18,nelda11,nelda45,nelda46,nelda3,nelda4,nelda5,nelda29,nelda30,POLITY5.fragment,POLITY5.polity2,POLITY5.durable,POLITY5.parcomp,FH.fh_total,WB.GDP_ppc,WB.FDI,WB.inflation,WB.gini,WB.urban_pop,literacy_imputed,VDEM.yrs_education,press_freedom,VDEM.elec_viol,VDEM.international_monitors_present,VDEM.access_to_public_services_social_group,VDEM.access_to_public_services_pol_group,VDEM.regime_support_by_an_ethnic_group,VDEM.is_an_ethnic_group_the_most_powerful_regime_support_group,VDEM.is_an_ethnic_group_the_most_powerful_regime_duration_group,after_non_violent_number_of_events,after_non_violent_number_of_fatalities,after_violent_number_of_events,after_violent_number_of_fatalities,before_non_violent_number_of_events,before_non_violent_number_of_fatalities,before_violent_number_of_events,before_violent_number_of_fatalities,on_date_non_violent_number_of_events,on_date_non_violent_number_of_fatalities,on_date_violent_number_of_events,on_date_violent_number_of_fatalities,events_before,events_after,fatilities_before,fatilities_after,change_in_events,change_in_fatalities,change_in_violent_events,change_in_non_violent_events,change_in_violent_fatalities,change_in_non_violent_fatalities
Morocco-2002,Morocco,2002,No,Yes,No,0,1,NA,NA,2.391,NA,2.705,NA,51.61,39.98,1,0,0,0,NA,1,1,1,0,NA,0,-6,37,2,10,1905.07201479133,480355698.049863,2.79561966936937,NA,53.99,52.3062591552734,3.838,39.67,3.234,0,0.631,0.096,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,2,NA,0,NA,NA,NA
Morocco-2007,Morocco,2007,No,Yes,No,0,1,NA,NA,2.089,NA,2.845,NA,37,27.83,0,0,0,1,1,1,1,1,0,NA,0,-6,42,2,9,2294.51405978261,2825801376.44064,2.04208512673349,NA,56.317,55.1479187011719,4.183,32.25,3.074,1,0.631,0.096,0.143,0,0,0,0,2,0,0,0,5,0,0,0,0,0,5,2,0,0,-0.6,NA,-0.6,NA,NA,NA
Morocco-2011,Morocco,2011,No,Yes,No,0,1,3.31954,NA,2.215,NA,2.845,NA,45.4,28.65,1,0,0,1,1,1,1,1,0,NA,0,-4,46,2,9,2631.45419171615,2521362080.65559,0.906924909691796,NA,58.581,67.0841598510742,4.39,NA,3.052,1,0.631,0.096,0.143,0,0,11,0,7,0,29,0,8,8,0,0,0,0,37,18,8,0,-0.5135135135135135,-1,-0.125,-0.6206896551724138,-1,NA
Morocco-2016,Morocco,2016,NA,NA,NA,0,1,2.06772,6,2.419,56.40625,2.79,71.5625,43,29.2,0,0,0,1,1,1,1,1,0,NA,0,-4,51,2,9,2867.01576143127,2153363904.93515,1.63531114327061,NA,61.36,73.7500076293945,4.39,NA,2.784,1,0.631,0.096,0.143,0,0,47,0,11,0,9,0,6,1,0,0,0,0,15,58,1,0,2.8666666666666667,-1,0.8333333333333333,4.222222222222222,-1,NA
Morocco-2021,Morocco,2021,NA,NA,NA,0,1,NA,NA,2.142,NA,3.236,NA,50.18,35.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.39,43.94,2.945,1,0.631,0.202,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozambique-2004,Mozambique,2004,No,No,No,1,1,NA,NA,2.611,NA,1.292,NA,36.42,35.63,1,0,0,1,1,1,1,1,0,NA,0,5,10,4,7,370.340959204675,475513572.8,NA,NA,29.818,50.5838088989258,2.506,10.5,1.902,1,-0.867,-0.116,0.167,0,0,0,0,7,0,0,0,14,0,0,0,0,0,14,7,0,0,-0.5,NA,-0.5,NA,NA,NA
Mozambique-2009,Mozambique,2009,No,No,No,1,1,NA,NA,2.104,NA,1.242,NA,44.63,42.68,1,0,0,1,1,1,1,1,0,NA,0,5,15,4,7,463.119488172972,930100407.78,3.78861330914626,NA,31.328,50.5838088989258,2.651,26.5,2.184,1,-0.867,-0.116,0.167,0,0,0,0,6,0,2,0,26,0,0,0,0,0,28,6,0,0,-0.7857142857142857,NA,-0.7692307692307692,-1,NA,NA
Mozambique-2014,Mozambique,2014,NA,NA,NA,1,1,4.27085,3.875,2.141,32.890625,1.343,37.109375,48.84,44.87,0,0,1,1,1,1,1,1,1,1,0,5,20,4,7,568.591334304366,4998799334.35621,2.55974875844296,54,33.878,56.0390014648438,2.68,29.98,2.167,1,-0.926,-0.116,0.167,0,0,4,0,4,1,6,0,34,3,0,0,6,0,40,8,3,1,-0.8,-0.6666666666666667,-0.8823529411764706,-0.33333333333333337,-0.6666666666666667,NA
Mozambique-2019,Mozambique,2019,NA,NA,NA,1,1,NA,NA,1.997,NA,1.035,NA,51.41,49.92,0,0,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,9,598.813305872187,2180768236.13929,2.78110631182942,NA,36.528,60.6554298400879,2.68,32.66,2.043,1,-0.926,-0.355,0.167,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Namibia-2004,Namibia,2004,Yes,No,No,1,1,NA,NA,3.214,NA,2.732,NA,85.47,80.85,0,0,0,1,0,1,1,1,0,NA,0,6,14,4,5,3647.40385809883,223561311.215728,4.13663213144747,NA,35.666,76.4865875244141,5.986,5.5,2.706,1,0.754,0.936,0.667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Namibia-2009,Namibia,2009,No,No,No,1,1,NA,NA,3.098,NA,2.655,NA,NA,67.62,0,0,0,0,1,1,1,1,0,NA,0,6,19,4,4,3982.22639402583,829054473.358439,9.45172651521703,61,40.601,88.2746276855469,6.103,7,2.668,1,0.888,0.936,0.667,0,0,0,0,1,0,3,0,2,0,0,0,0,0,5,1,0,0,-0.8,NA,-0.5,-1,NA,NA
Namibia-2014,Namibia,2014,NA,NA,NA,1,1,6.68094,6.714286,3.357,67.76786,2.981,79.33036,71.76,73.875,0,0,0,1,0,1,1,1,0,NA,0,6,24,4,4,4782.0319396591,445582247.859427,5.35016966859592,NA,45.826,91.5272674560547,6.126,12.5,3.096,1,0.888,0.936,0.667,0,0,10,0,6,0,16,0,1,0,0,0,0,0,17,16,0,0,-0.05882352941176472,NA,5,-0.375,NA,NA
Namibia-2019,Namibia,2019,NA,NA,NA,1,1,NA,NA,2.493,NA,3.164,NA,60.38,55.44,0,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,4,4506.17392778272,-176478261.583527,3.72239414422688,NA,51.042,91.5272674560547,6.126,18.95,3.503,1,1.043,0.936,0.667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niger-2004,Niger,2004,Yes,Yes,Yes,1,1,NA,NA,3.393,NA,3.141,NA,48.25,46.7,0,1,1,1,1,1,1,1,0,NA,0,6,5,4,6,397.592403829674,24411286.9008512,0.262543757292846,NA,16.247,28.672420501709,1.142,13,3.481,1,1.584,1.398,0,0,0,0,0,3,0,2,0,9,10,0,0,0,0,11,3,10,0,-0.7272727272727273,-1,-0.6666666666666667,-1,-1,NA
Niger-2009,Niger,2009,No,Yes,No,0,1,NA,NA,2.137,NA,3.141,NA,51.27,48.33,0,0,1,0,NA,1,1,1,0,NA,0,-3,0,2,9,424.326789415881,633819197.134754,0.582906590801125,NA,16.225,30.5603904724121,1.282,28.5,3.074,0,1.584,1.398,0,0,0,1,0,5,16,0,0,3,0,0,0,0,0,3,6,0,16,1,NA,0.6666666666666667,NA,NA,NA
Niger-2011,Niger,2011,No,Yes,No,1,1,7.12518,NA,2.389,NA,3.317,NA,50.4,46.44,0,0,0,1,1,1,1,1,0,NA,0,6,0,4,7,436.549667993363,1067186136.05029,2.94238514013317,31.5,16.216,30.5603904724121,1.31,NA,3.408,1,1.518,1.398,0.125,0,0,1,0,0,0,0,0,4,4,0,0,0,0,4,1,4,0,-0.75,-1,-1,NA,-1,NA
Niger-2016,Niger,2016,NA,NA,NA,1,1,5.48249,6,2.156,65.78125,3.13,42.8125,66.27,61.25,0,0,1,1,1,1,1,1,0,NA,0,5,5,4,8,492.563968122591,301332480.592526,1.65388922387803,NA,16.29,35.0499992370605,1.31,NA,3.242,1,1.518,1.398,0.125,0,0,2,0,48,156,4,0,25,65,0,0,1,0,29,50,65,156,0.7241379310344827,1.4,0.9199999999999999,-0.5,1.4,NA
Niger-2020,Niger,2020,NA,NA,NA,1,1,NA,NA,2.492,NA,3.144,NA,69.67,53.91,0,1,1,1,0,1,1,1,0,NA,NA,NA,NA,NA,8,522.555583132809,360653574.571153,2.89819376026271,NA,16.626,35.0499992370605,1.31,28.25,2.922,NA,1.02,0.994,0.125,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niger-2021,Niger,2021,NA,NA,NA,1,0,NA,NA,2.606,NA,2.711,NA,62.91,48.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31,28.44,2.527,1,1.156,0.958,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria-2003,Nigeria,2003,Yes,Yes,Yes,1,1,NA,NA,1.287,NA,0.821,NA,69.08,65.33,0,0,1,1,1,1,1,1,0,NA,0,4,4,0,8,1763.69397985795,2005353563.06398,14.0317836131437,40.1,37.356,54.7731781005859,4.137,37.75,1.59,1,0.452,-0.613,0.357,0,0,8,0,90,527,4,0,147,881,0,0,0,0,151,98,881,527,-0.3509933774834437,-0.40181611804767314,-0.3877551020408163,1,-0.40181611804767314,NA
Nigeria-2007,Nigeria,2007,No,No,No,1,1,NA,NA,1.164,NA,0.877,NA,57.49,49.85,0,0,1,1,1,1,1,1,1,1,0,4,8,0,8,2089.77715420856,6036021404.82071,5.38800796858625,NA,40.819,51.0776596069336,4.333,37.75,1.877,1,0.452,-0.613,0.333,0,0,2,0,105,209,4,0,101,130,0,0,5,4,105,107,130,209,0.01904761904761898,0.6076923076923078,0.03960396039603964,-0.5,0.6076923076923078,NA
Nigeria-2011,Nigeria,2011,No,No,No,1,1,6.04093,NA,2.562,NA,1.047,NA,53.68,48.32,1,0,0,1,1,1,1,1,0,NA,0,4,12,0,8,2464.3450444746,8841062050.7726,10.8400275418866,NA,44.366,62.0160102844238,4.48,NA,1.539,1,0.452,-0.712,0.333,0,0,8,0,209,3021,15,0,189,499,1,0,7,4,204,217,499,3021,0.06372549019607843,5.054108216432866,0.10582010582010581,-0.4666666666666667,5.054108216432866,NA
Nigeria-2015,Nigeria,2015,NA,NA,NA,1,1,NA,6.3333335,2.746,70.486115,1.586,67.482635,43.7,32.1,0,0,1,1,1,1,1,1,0,NA,0,7,0,4,9,2687.48005643212,3064168904.45333,9.00938718326781,NA,47.838,62.0160102844238,4.48,35.9,2.398,1,0.452,-0.712,0.333,0,0,147,3,296,1406,157,3,403,6271,2,0,8,63,560,443,6274,1409,-0.20892857142857146,-0.775422378068218,-0.2655086848635235,-0.06369426751592355,-0.7757933343964281,0
Nigeria-2019,Nigeria,2019,NA,NA,NA,1,1,NA,NA,2.528,NA,1.404,NA,34.75,26.87,0,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,9,2502.652281009,2305099811.70358,11.3967949687168,NA,51.157,62.0160102844238,4.48,36.5,2.04,1,0.535,-0.712,0.385,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Republic of the Congo-2002,Republic of the Congo,2002,NA,NA,NA,1,1,NA,NA,1.365,NA,1.697,NA,74.7,86.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.714,NA,2.028,1,-0.978,-1.688,0.25,0,0,0,0,43,0,0,0,55,0,0,0,1,0,55,43,0,0,-0.21818181818181814,NA,-0.21818181818181814,NA,NA,NA
Republic of the Congo-2007,Republic of the Congo,2007,NA,NA,NA,0,1,NA,NA,1.354,NA,1.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.796,NA,1.686,1,-0.757,-1.688,0.25,0,0,0,0,4,30,0,0,0,0,0,0,0,0,0,4,0,30,NA,NA,NA,NA,NA,NA
Republic of the Congo-2009,Republic of the Congo,2009,NA,NA,NA,1,0,NA,NA,1.806,NA,1.697,NA,66.4,72.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.829,NA,2,1,-0.757,-1.688,0.25,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,NA,NA,NA,NA,NA,NA
Republic of the Congo-2012,Republic of the Congo,2012,NA,NA,NA,0,1,NA,NA,1.234,NA,1.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.845,NA,1.43,1,-0.757,-1.688,0.25,0,0,0,0,3,1,4,0,1,1,0,0,0,0,5,3,1,1,-0.4,0,2,-1,0,NA
Republic of the Congo-2016,Republic of the Congo,2016,NA,NA,NA,1,0,NA,NA,0.672,NA,2.053,NA,67.58,55.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.845,NA,1.426,1,-0.757,-1.688,0.25,0,0,5,0,15,47,0,0,1,0,0,0,0,0,1,20,0,47,19,NA,14,NA,NA,NA
Republic of the Congo-2017,Republic of the Congo,2017,NA,NA,NA,0,1,NA,NA,0.92,NA,2.053,NA,42.23,35.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.845,NA,1.346,1,-0.757,-1.688,0.25,0,0,2,0,1,0,2,0,9,9,0,0,0,0,11,3,9,0,-0.7272727272727273,-1,-0.8888888888888888,0,-1,NA
Republic of the Congo-2021,Republic of the Congo,2021,NA,NA,NA,1,0,NA,NA,0.804,NA,2.053,NA,67.17,62.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.845,NA,1.782,1,-1.265,-1.75,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rwanda-2003,Rwanda,2003,Yes,Yes,Yes,1,1,NA,NA,1.193,NA,2.893,NA,96.5,89.92,0,1,1,1,1,1,1,1,0,NA,0,-3,9,2,11,401.359830794228,4700000,7.44970014007364,NA,16.904,65.8522720336914,2.986,37.25,2.252,1,0.479,-1.329,0.333,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,5,0,3,NA,NA,NA,NA,NA,NA
Rwanda-2008,Rwanda,2008,No,Yes,No,0,1,NA,NA,1.641,NA,2.998,NA,98.5,93.6,1,0,0,1,1,0,1,1,0,NA,0,-3,14,2,11,553.83044070032,102289999.9,15.4382138709255,NA,16.925,65.8522720336914,3.337,64.67,3.444,1,0.479,-1.329,0.333,0,0,5,0,2,7,0,0,2,1,0,0,0,0,2,7,1,7,2.5,6,0,NA,6,NA
Rwanda-2010,Rwanda,2010,Yes,No,No,1,0,NA,NA,1.619,NA,3.192,NA,97.51,89.17,1,0,1,1,1,0,1,1,1,0,0,-4,16,2,11,599.207426191632,216192556.81734,-0.246128693436925,47.2,16.934,65.8522720336914,3.478,NA,3.311,1,0.479,-1.329,0.333,1,0,0,0,11,9,1,0,14,4,0,0,0,0,15,11,4,9,-0.2666666666666667,1.25,-0.2142857142857143,-1,1.25,NA
Rwanda-2013,Rwanda,2013,NA,NA,NA,0,1,NA,6.714286,1.453,65.17857,3.192,77.27679,98.8,99.38,1,0,1,1,0,1,1,1,0,NA,0,-3,19,2,11,683.401662015589,233763793.607834,5.92426867984847,45.1,16.947,70.8041305541992,3.478,56.57,3.59,1,0.479,-1.329,0.333,1,0,0,0,2,1,0,0,11,6,0,0,0,0,11,2,6,1,-0.8181818181818181,-0.8333333333333334,-0.8181818181818181,NA,-0.8333333333333334,NA
Rwanda-2017,Rwanda,2017,NA,NA,NA,1,0,NA,4.4,1.522,56.25,3.192,82.6875,98.15,109.1,1,0,1,1,0,1,1,1,0,NA,0,-3,23,2,12,785.304633661092,274025990.659944,8.27953672260826,NA,17.125,73.2155914306641,3.478,54.11,3.606,1,0.479,-1.329,0.333,1,0,2,0,1,0,0,0,1,1,0,0,0,0,1,3,1,0,2,-1,0,NA,-1,NA
Rwanda-2018,Rwanda,2018,NA,NA,NA,0,1,NA,5.571429,1.521,63.392857,3.192,68.39286,93.04,104.31,1,0,1,1,0,1,1,1,0,NA,0,-3,24,2,12,830.429341227361,366192315.50624,-0.311210160390642,NA,17.211,73.2155914306641,3.478,52.9,3.609,1,0.479,-1.329,0.333,1,0,2,0,1,0,2,0,4,8,0,0,0,0,6,3,8,0,-0.5,-1,-0.75,0,-1,NA
Senegal-2000,Senegal,2000,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,1,1,1,0,NA,0,8,0,4,7,1066.6216449114,81643690.1235187,0.731981981981545,NA,40.32,39.2752494812012,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,24,53,0,0,35,34,0,0,3,0,35,24,34,53,-0.3142857142857143,0.5588235294117647,-0.3142857142857143,NA,0.5588235294117647,NA
Senegal-2001,Senegal,2001,No,Yes,No,0,1,NA,NA,3.653,NA,2.921,NA,67.26,40.99,1,0,0,1,1,1,1,1,0,NA,0,8,1,4,7,1086.17631418466,45083429.813955,2.97450083919572,41.2,40.464,39.2752494812012,2.612,14,2.272,1,1.276,1.608,0.2,0,0,0,0,24,34,2,0,15,65,0,0,2,1,17,24,65,34,0.41176470588235303,-0.4769230769230769,0.6000000000000001,-1,-0.4769230769230769,NA
Senegal-2007,Senegal,2007,No,No,No,1,1,NA,NA,3.402,NA,2.921,NA,70.62,55.11,0,0,1,1,0,1,1,1,0,NA,0,7,7,4,5,1132.00668175676,351458732.442619,5.85330428467685,NA,42.535,48.0367813110352,2.864,19,2.838,1,1.276,1.608,0.2,0,0,0,0,6,2,1,0,22,8,0,0,1,1,23,6,8,2,-0.7391304347826086,-0.75,-0.7272727272727273,-1,-0.75,NA
Senegal-2012,Senegal,2012,Yes,No,No,1,1,NA,NA,3.721,NA,2.921,NA,57.12,44.83,0,0,1,1,1,1,1,1,0,NA,0,7,12,4,5,1146.17806362529,276159533.004474,1.41822871177848,NA,44.603,43.5345001220703,2.99,26.19,1.948,1,1.276,1.608,0.2,0,0,6,0,18,10,27,0,56,58,1,0,0,0,83,24,58,10,-0.7108433734939759,-0.8275862068965517,-0.6785714285714286,-0.7777777777777778,-0.8275862068965517,NA
Senegal-2017,Senegal,2017,NA,NA,NA,0,1,NA,5,3.602,50,2.615,54.791668,53.66,43.94,0,0,1,1,0,1,1,1,1,0,0,7,17,4,4,1316.84468769724,588292997.958708,1.31815314847782,NA,46.74,51.9004211425781,2.99,26.72,2.723,1,1.276,1.608,0.4,0,0,6,0,5,0,9,0,6,0,0,0,1,0,15,11,0,0,-0.2666666666666667,NA,-0.16666666666666663,-0.33333333333333337,NA,NA
Senegal-2019,Senegal,2019,NA,NA,NA,1,0,NA,NA,3.827,NA,2.615,NA,66.27,54.87,1,0,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,6,1381.60179276297,1065462820,1.75856517595659,NA,47.653,51.9004211425781,2.99,25.81,3.227,1,1.276,1.608,0.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles-2001,Seychelles,2001,NA,NA,NA,1,0,NA,NA,2.512,NA,2.517,NA,93.25,97.85,0,0,1,1,1,1,1,1,1,0,NA,NA,NA,NA,6,10688.7326089927,64740256.5069248,5.96962204168156,NA,50.646,91.8364562988281,9.9,20.8,3.153,1,2.016,0.547,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles-2002,Seychelles,2002,NA,NA,NA,0,1,NA,NA,2.512,NA,2.517,NA,84.52,98.12,0,0,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,6,10492.6148302017,47717748.0672259,0.174999999999919,NA,50.876,91.8364562988281,9.956,26.75,3.151,0,2.016,0.547,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles-2006,Seychelles,2006,NA,NA,NA,1,0,NA,NA,2.665,NA,2.517,NA,88.69,97.08,0,NA,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,6,11322.4146604222,140555693.466973,-0.353465498693739,NA,51.969,93.954231262207,10.181,33,3.096,1,2.016,0.547,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles-2007,Seychelles,2007,NA,NA,NA,0,1,NA,NA,2.665,NA,2.517,NA,85.9,93.49,1,0,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,6,12438.7090287296,175923646.509835,5.32060027285136,NA,52.285,93.954231262207,10.237,15.5,3.096,0,2.016,0.547,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles-2011,Seychelles,2011,NA,NA,NA,1,1,NA,NA,2.669,NA,2.868,NA,85.26,92.6,1,0,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,6,13380.9551673594,143240665.103455,2.5592677223095,NA,53.72,95.8677062988281,10.405,NA,2.972,1,2.016,0.547,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles-2015,Seychelles,2015,NA,NA,NA,1,0,NA,NA,3.09,NA,2.868,NA,90.06,91.4,1,0,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,6,14745.3414620288,105893597.203315,4.0419441072562,NA,55.4,95.8677062988281,10.405,30.6,3.068,0,2.016,0.547,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles-2016,Seychelles,2016,NA,NA,NA,0,1,NA,NA,3.127,NA,3.088,NA,87.6,89,1,0,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA,6,15213.2509905194,40854189.696835,-1.01548191697644,NA,55.831,95.8677062988281,10.405,NA,3.068,1,2.016,0.547,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles-2020,Seychelles,2020,NA,NA,NA,1,1,NA,NA,3.738,NA,3.592,NA,88.45,88.83,0,1,0,1,0,1,1,1,0,NA,NA,NA,NA,NA,5,14079.1612738439,175110126.136493,8.27685811437228,NA,57.546,95.8677062988281,10.405,28.66,3.545,1,2.016,0.547,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone-2002,Sierra Leone,2002,No,No,No,1,1,NA,NA,3.28,NA,2.418,NA,81.43,75.56,0,1,0,1,1,1,1,1,0,NA,0,5,0,3,8,440.561176150426,10413409.4634409,NA,NA,36.109,34.826789855957,3.702,23.5,3.295,1,1.606,0.498,0.4,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,2,0,2,1,NA,1,NA,NA,NA
Sierra Leone-2007,Sierra Leone,2007,No,No,No,1,1,NA,NA,2.651,NA,1.765,NA,76.31,72.06,0,1,1,1,1,1,1,1,0,NA,0,7,5,4,6,500.928234936043,95470171.3159828,11.6499744518106,NA,37.689,32.4261703491211,3.882,27.75,2.571,1,1.104,0.498,0.4,1,0,0,0,3,0,0,0,2,0,0,0,0,0,2,3,0,0,0.5,NA,0.5,NA,NA,NA
Sierra Leone-2012,Sierra Leone,2012,No,No,No,1,1,NA,NA,2.671,71.875,1.765,63.4375,91.05,88.25,0,0,0,1,1,1,1,1,0,NA,0,7,10,4,5,627.115941385395,722447405.067388,6.58835961632254,NA,39.642,32.4261703491211,3.99,26.35,2.562,1,1.104,0.498,0.4,1,0,1,0,1,2,0,0,3,0,0,0,0,0,3,2,0,2,-0.33333333333333337,NA,-0.6666666666666667,NA,NA,NA
Sierra Leone-2018,Sierra Leone,2018,NA,NA,NA,1,1,NA,6.6666665,2.864,66.666664,1.821,40.104168,84.2,81.5,0,1,0,1,1,1,1,1,1,1,0,7,16,4,6,630.482455396876,250446053.545995,16.0327898535814,35.7,42.055,43.2063293457031,3.99,29.98,2.638,1,1.104,0.498,0.4,1,0,6,0,30,7,13,0,30,0,0,0,2,0,43,36,0,7,-0.16279069767441856,NA,0,-0.5384615384615384,NA,NA
Somalia-2009,Somalia,2009,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,NA,14,NA,108000000,NA,NA,37.645,5.40465021133423,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia-2017,Somalia,2017,NA,NA,NA,1,0,NA,NA,1.33,NA,0.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,0,14,406.427231255181,369000000,NA,36.8,44.391,5.40465021133423,1.636,65.95,2.359,NA,-0.82,-0.894,0.375,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa-2004,South Africa,2004,No,Yes,No,0,1,NA,NA,3.797,NA,3.554,NA,76.73,56.77,1,0,0,1,0,1,1,1,0,NA,0,9,10,4,3,5373.80695103202,701422007.629779,-0.692030271024119,NA,58.993,88.7172470092773,7.616,6.5,2.853,1,-0.655,0.845,0.75,0,1,13,0,9,2,14,0,18,18,1,0,1,1,32,22,18,2,-0.3125,-0.8888888888888888,-0.5,-0.0714285714285714,-0.8888888888888888,NA
South Africa-2009,South Africa,2009,No,Yes,No,0,1,NA,NA,3.766,NA,3.554,NA,77.3,56.57,1,0,0,1,0,1,1,1,0,NA,0,9,15,4,4,5992.02728259253,7624489973.88189,7.21531413612565,NA,61.687,92.8948593139648,7.836,12,2.625,1,-0.655,0.845,0.556,0,1,38,0,57,9,54,0,41,11,0,0,1,0,95,95,11,9,0,-0.18181818181818177,0.3902439024390243,-0.2962962962962963,-0.18181818181818177,NA
South Africa-2014,South Africa,2014,NA,NA,NA,0,1,6.44568,7.5,3.708,70.703125,3.42,72.91016,73.48,53.77,0,0,1,1,1,1,1,1,1,1,0,9,20,4,4,6273.56631828484,5791659020.09998,6.12983770287145,63,64.312,94.1399002075195,7.88,22.06,2.623,1,-0.655,0.845,0.556,0,1,122,0,174,40,95,0,124,32,12,0,14,5,219,296,32,40,0.35159817351598166,0.25,0.403225806451613,0.28421052631578947,0.25,NA
